Review_Id,summary,pros,cons,Date_of_review,Employee_Status,Employee_Title,Rating_Id
RE185,"""Amazing Opportunity""",This company has helped me grow in ways I never thought possible. Recurring was not a career choice I had ever thought of. But after being with this company I can't imagine doing anything else.,I have no cons for this company,10-Apr-17,Current Employee , Staffing Manager,R0200
RE186,"""Great company""","Amazing company to work for. HR has an open door policy and always take the time to listen and address employee concerns fairly and with consideration. There is a newly implemented Mentor Program for new employees, as well as Corporate trainer, which fosters a positive work environment for all employees. SLT has done an amazing job the past year implementing the CORE Values, as well as making several changes in the reporting structure putting the right people in the right seats. Overall, we are more aligned for success and growth.",Continue to put the right people in the right seats,5-Sep-19,Current Employee , Other,R0201
RE187,"""Excellent place to work""","Great culture, great management, 401k, full benefits, unlimited PTO, awesome team, good location.",I can't think of any!,4-Mar-20,Current Employee , Demand Generation Manager,R0202
RE188,"""Great culture and work/life balance w/ positive changes currently evolving""","Benefits and compensation are great for the Providence, RI area. Culture is very accepting and community involvement surpasses expectations - BCBSRI truly values positive change in the organization as well as the 'small' community we're all a part of here in Rhode Island. I'm succeeding as a full-time employee as well as a full-time graduate student, indicating the work/life balance is more than acceptable.","Technology is slightly behind the national trends, but positive changes are in process.",10-Oct-19,Current Employee , Data Analyst,R0203
RE189,"""Great place to work; easy going; friendly""",The work life balance is great; very rarely had to stay overtime. Managers are very professional and considerate. Never had any problems with colleagues that weren’t quickly fixed.,It’s an old company so change is slow. There’s always a lot of push back whenever something new is implemented.,21-Sep-16,Former Employee , Anonymous,R0204
RE190,"""Not bad""","good pay, decent environment, good location","long hours, flexibility, bosses, time, hours",31-Jul-19,Current Employee , Supply Chain Analyst,R0205
RE191,"""Account associate""","Awesome culture, opportunities for career growth, and benefits, leadership is invested in being open and accessible to employees, ability to work remotely whenever I want to.",Sometimes the bureaucracy can be a real pain.,5-Feb-20,Current Employee , Account Associate,R0206
RE192,"""""Great organization""""",Organ and tissue donation.....it is a human issue with a human impact. If you want to make a difference in peoples lives this is the place for you. I made saving lives here at Mid-America Transplant a career and not just a job and the outcome is a feeling of great pride and accomplishment. Most people cannot say honestly say that. Work here and become an advocate....for those that give the gift of life and for those that are in need. Give purpose and meaning to your work life....life is too short not to.,Some jobs do require call and long hours but worth it.,17-Jan-19,Current Employee , Director,R0207
RE193,"""Excellent Organization""","Family feel, Supportive environment, Visible management, Care about your success",None that I can think of,2-Jul-19,Former Employee , IT Intern,R0208
RE194,"""Infrastructure Engineer""",Good career growth and professional growth,Nothing to say about negative,30-Jul-19,Former Employee , Anonymous,R0209
RE195,"""Information Technology""","Good Company, Good Salary, Good Benefits, Excellent Co-Workes",If you are in a contract and it is ending they won't place you in another contract you will have to re-apply for other jobs.,26-Jun-19,Current Employee , SME,R0210
RE196,"""Good atmosphere and team""",Amazing and very experienced team members!,The struggles of being in the education industry.,18-Feb-19,Current Employee , Software Engineer(Internship),R0211
RE197,"""I Should Have Listened""",Good co-workers was the only reason I stayed as long as I did.,The location where I worked was very unorganized and in 8 years could not get the company running smoothly. Leadership made promises to customers they could not keep which in turn put huge amounts of stress on the employees that had to keep their promises.,28-Feb-19,Former Employee , Safety Manager,R0212
RE198,"""Great benefits but behind the times""",There are plenty of opportunities within Navy Federal and it is continuing to grow. Excellent benefits and incentives.,They are operating in the past. They are not up to date with management techniques and they will never be able to retain or hire top talent until they change their approach to how they allow certain managers to handle employees.,29-Oct-15,Former Employee , Anonymous,R0213
RE199,"""Great place to work with an entrepreneurial culture.""","People, leadership, growth opportunities, responsibilities, work-life balance",Due to high growth there can be a lack of structure,27-Mar-14,Current Employee , Product Analyst,R0214
RE200,"""Excellent Place to Work""","Great people to work with. Nice, Co-operative and Friendly people. Great place to work. 3rd tallest building in Columbia, SC downtown with free employee parking, high tech elevators, free soft drinks and water and great meeting rooms equipped with technology facilities. 24X7 security guards in building make Safest place to work. Free gym. Fair and Competitive Salary wages with Great Benefits",Can't think of any.,29-Nov-16,Current Employee , Senior Business Analyst,R0215
RE201,"""Fun Place to Work""","Great office, great people, flexible PTO",Need a five word minimum,25-Feb-20,Current Employee , Software Engineer,R0216
RE202,"""Started as a Contractor""",WFH options are a huge plus Great team atmosphere and flexible manager (but that could only be department-specific),"Ironically, employee health insurance is only so-so. Promotions are difficult to achieve unless you have a manager who goes all out to push it for you.",31-May-18,Current Employee , Data Analyst,R0217
RE203,"""The pay is decent, but there is no real sense of accountability at any level of the organization.""","If you are near the top, you must be getting paid well. Office culture is relatively professional and benefits are as expected.","No accountability, no real opportunity for growth unless someone quits. There are not enough resources to make the computer systems better.",26-Feb-15,Former Employee , Senior Analyst,R0218
RE204,"""Great Place To Work: Tech Company on the Rise""","Collaborative environment, really smart people that I continue to learn from every day and directors who respect your output and do not micromanage. I get a lot of ownership of my day-to-day and have the opportunity to be hands-on with new product dev.",You have to be okay with a fast-paced environment and some ambiguity from time to time.,11-Jul-19,Current Employee , Senior Software Engineer,R0219
RE205,"""Great company""",Great pay. Great people. Fast-paced environment.,Contractors are not treated equally.,29-Apr-19,Current Employee , Analyst,R0220
RE206,"""Business Systems Analyst""",Decent insurance packages. Free soda and juices.,"Long 9 hour shifts due to a mandatory 1 hour lunch break. Pay is pretty low compared to industry standards. Have to work long hours over the weekend with no overtime pay. Physical work environment is depressing and unwelcoming. Employees are overworked and morale is low. Hostile work environment: unprofessional office etiquette; excessive profanity used by employees; lots of finger pointing going around; teammates like to gossip about each other behind their backs (I actually overheard my two teammates whispering about me when they thought I couldn't hear them); rude, moody, short-tempered teammates who go behind each others' backs with management. Management is clueless and often there is miscommunication. Outdated technology and legacy scripts that take forever to process data. On site gym is a joke.",7-Jul-17,Former Employee , Business Systems Analyst,R0221
RE207,"""Great Times""",you really learn a lot working on this company and everyone is super encouraging. It's really fun working here,"none, none, none, none, none",15-Nov-19,Current Employee , Content Associate/Video Editor,R0222
RE208,"""This is a great place to work!""",Great new work spaces that are modern and allow for more collaboration. The company cares about its employees and has a supportive environment for growth.,"I am very happy here and can't think of anything bad to say about this place! We had a tougher year, but we have positioned ourselves well for the future.",13-Oct-14,Current Employee , Strategic Sourcing Analyst,R0223
RE209,"""Fluidigm Rocks""","Action Oriented, Mission Focused, Seriously Exciting. Down to earth people in spite of high credentials and accomplishments.",The commute can be trying.,14-Nov-19,Current Employee , Global HRIS Project Manager,R0224
RE210,"""Great company to work on if you can get in the area of their need on a particular project""",NULL,NULL,20-Dec-19,Current Employee , Manager ,R0225
RE211,"""Care Manager""",Good pay. Good PTO. Good work/life balance. Great coworkers. People will go out of their way to help you if you need it.,Too many changes. This place has a high turnover rate. Management makes decisions without the input of care managers. No room for growth.,26-Apr-18,Former Employee , Care Manager,R0226
RE212,"""Great People, Great Mission""","NEP creates a fun environment that allows for individual autonomy and encourages team members to think outside the box to solve issues. The team cares about its mission to help students, and has fun while doing it!","Lots of change. If you don't like change, it can be frustrating.",24-Feb-20,Current Employee , Director,R0227
RE213,"""Excellent firm to work for""","Combining the best of the financial and technological elements of the job market, Bloomberg is an excellent firm to work for. Driven by results, but with a fair work-life balance : allowing each employee to adapt accordingly to their ambition and personal/family needs. Excellent facilities (their London office is the best in the world) and perks. Firm has a fantastic track record since its inception.",It could create an internal platform for innovative ideas; or partnering with employees launching new enterprises.,16-Oct-19,Current Employee , Account Manager,R0228
RE214,"""Fascinating and Complicated""",Interesting work Great people Good benefits,Too many re-orgs. No stability,11-Apr-19,Current Employee , Compliance Analyst,R0229
RE215,"""SRE Intern""",Great pay and company to work for. You will get awesome experience as well.,There is nothing bad to share about this job/company.,3-Mar-20,Current Employee , Site Reliability Engineer Intern,R0230
RE216,"""Good Opportunity""","It's a good opportunity to work and gain experience, they have lots of events revolved around community bonding which is nice.","Instructions are not always clear even after asking for clarification, so sometimes you have to figure it out on your own.",16-Nov-18,Current Employee , Intern ,R0231
RE217,"""Review""",Good work culture and positive experience so far,1. Work can be stress full sometime because of smaller team,20-Nov-19,Current Employee , Devops Engineer,R0232
RE218,"""A great life balance""",Long-term steady accounts that create a feeling of job security.,Not enough paid time off.,24-Feb-20,Current Employee , Art Director,R0233
RE219,"""Great place to work!""",Harbor Freight is a great place to work. The people and culture are awesome and the Executives really care about their employees. Management team is supportive and encourages personal and professional growth. Good benefits and 401k with match.,No partial remote or remote opportunities...hoping that will change in the future.,4-Nov-19,Current Employee , Senior Corporate Recruiter,R0234
RE220,"""HRUCKUS - A Great Firm to Work For and Grow With!""","The executive team is very engaged and is on the cutting edge of Management Consulting, Professional Services, and Cleared Recruiting. What is so great about HRUCKUS, let me tell you: -Utilizes technology to save time and effort -Generous remote work possibility -Veteran-friendly culture -Client focused -Excellent work life balance -Hard work is rewarded","-High growing company, all hands on deck to accomplish the mission -Very fluid client base, it's a different mission everyday",15-Oct-19,Current Employee , Managing Principal Consultant,R0235
RE221,"""Great Company""",I was the assistant to the GM and really enjoyed my position. I was there for 11 years. The company was great; very good to the associates.,I don't have any complaints!,11-Dec-17,Former Employee , Operations Assistant,R0236
RE222,"""Great place to work!""","Great Team Culture, Great Work Life Balance","Low Pay, Raise Once Per Year",7-Oct-19,Former Employee , QA Trainer,R0237
RE223,"""Learning from Mistakes""","The mission is inspiring, and every staff member's contribution is appreciated. Good benefits. New IT leadership is improving the support for projects at all levels. For the most part, leadership promotes a blame-free culture and seeks solutions rather than retribution when missteps occur. Management is generally flexible and open to helping staff balance work/life.","Not staffed at levels (both by capacity and expertise) to fully support vision, so some capabilities/projects are not what they could/should be. Sometimes, the blame-free culture allows misbehavior to continue unchecked. Internal politics (especially between departments) can get in the way of the mission.",5-Sep-19,Current Employee , Senior Designer,R0238
RE224,"""Excellent Place to Work""","Employee centered culture, committed to diversity, strong benefits overall, very diverse company, tons of potential and opportunities to find your career path.","401 k is only fair, there is a match but could be better. Complicated corporate structure which takes some time to learn and navigate.",19-Jan-20,Current Employee , Manager,R0239
RE225,"""Always Eager to Improve""",Great company to work for. Not a lot of pressure and my department allows challenging the process and making changes as necessary. Company seems to hire good people for growing needs.,Maybe in other departments.,4-May-17,Current Employee , Anonymous,R0240
RE226,"""So far I have had a great experience here.""",Team environment with lots of opportunities to grow within the company.,Can be a stressful work environment.,13-Sep-18,Current Employee , Materials,R0241
RE227,"""Office Support""",Great Environment Co-workers treat you like family Very Clean and Organised Ability to work on Projects,HR department is very closed-minded. Some Upper Management gossip about others,19-Apr-18,Former Employee , Anonymous,R0242
RE228,"""Great Environment, Great People""","Great working environment, really nice building, cool technology, great mood and atmosphere, people are friendly and encouraging",Coffee in the break rooms is not as good as it is in the stores,2-Mar-19,Current Employee , Senior Systems Analyst,R0243
RE229,"""Natl is an awesome work place!!!""","I have been here just less than a year and I love working here. I get to work with amazing, talented people who also love what they are doing . I have the freedom and empowerment to take my career wherever I want to go with support from the upper management. A beautiful facility and campus with many awesome perks. I'm part of an award winning ""Best"" IT group in northeast OH and I'm proud to be an employee. We are constantly growing and everyday is a new challenge with something new to work on and discover. I'm lucky to be a full-time employee here at NATL.",There are no cons here at NATL.,26-Jul-19,Current Employee , IT Analyst,R0244
RE230,"""great liberal arts experience!""",get to collaborate on diverse and interesting projects with creative and engaged people,general administrative changes can get in the way of interesting work,14-Sep-19,Current Employee , CDLA Student Worker,R0245
RE231,"""Intern""",Good pay Friendly Staff Direct Report is active in helping you grow your business experience,FTE can be unreasonable with requests,24-Feb-20,Former Employee , Intern,R0246
RE232,"""Accounting Departement""","The finance/accounting department is a great team. Quirky bunch to say the least, but solid leadership and everyones in good spirits all the time. And obviously as an accountant that's who you spend 95% of the time with. But there are good opportunities to work cross functional with other departments and the whole company is definitely connected. The gym/kitchen are awesome, and really build a sense of community for the company as a whole. You can tell people who don't necessarily work together are still friends just from mingling and stuff in the office, its nice to see. Leadership of the other departments are all friendly, and the CEO is a baller. Monthly town hall meetings and other guest speaker events are a nice touch too. Overall company culture is great here and the open floor plan in the Dev Center is definitely part of the reason why","For the accounting department specifically - Just moved to another office across the parking lot, which doesn't have the same feel as the main office. More of a corporate office feel and although the stand up desks are a nice touch, it still feels pretty congested in there. I know that the plan is to move to another large office for everyone eventually, but for now thats kinda a bummer. And for the company as a whole, it seems like there might be some sort of disconnect between departments (just analyzing from a financial side), and maybe some departments feel like others are stepping on their toes. As the retail business is growing, its guaranteed to take away from the other areas of the biz so thats something that needs to be figured out -- but aside from this stuff there aren't many cons.",25-Oct-17,Former Employee , Anonymous,R0247
RE233,"""Clinical Care Manager""","Great health benefits, decent salary, work from home options, paid time off, good 403B with employer match. The work itself is routine and at times stressful, but overtime is available.","The work can be monotonous at times, more organization needs to strategically utilize staff, and communication between staff and management could be better.",16-Dec-16,Current Employee , Anonymous,R0248
RE234,"""Great company!""","Having experience working for both large and small management consulting firms in the DC area, BRMi’s leadership team, commitment to delivery excellence, investment in employees, and culture is second to none. BRMi’s leadership team is engaging, thoughtful, and open-minded. Have a great new idea, concept, or improvement idea? Bring it directly to the top and make your pitch. New ideas aren’t only considered, they’re encouraged. Commitment to delivery excellence doesn’t stop with employees on the client site. The management team ensures BRMi is delivering the right solution the right way, and not the wrong solution the fast way by engaging directly with clients to understand the heart of their problems. You can’t get that level of engagement or intimacy from a larger firm. BRMi takes a vested interest in growing and maturing employees’ careers through a multitude of resources. Want to earn your PMP, become a Scrum Master, or go to training for that new tool or certification to further your career? Submit a request through BRMi’s Training Center. Don’t have time for a full training class, but want to learn more? BRMi has recurring Brown Bag Series and has developed Career Paths that allow employees to continue knowledge growth at a self-paced level. BRMi also hosts leadership training for rising employees and sponsors employees for entry into industry-government organizations. I’ve never seen a company provide more opportunities or options to further an employee’s career. BRMi hosts multiple events throughout the year including a holiday party, family picnic, Nats games, Wizards game, happy hours, and volunteering events to name a few. With employees spread across the DMV, management makes a concerted effort to rotate venues between Virginia, DC, and Maryland to make it easier for employees to attend events. Mike often speaks about the “BRMi Family” and I couldn’t think of a better way to describe it. Events at BRMi are about more than just employees as you’ll quickly get to know spouses, children, and friends. I’ve never worked with a more dedicated, passionate, or driven group of people and wish BRMi nothing but continued success.","As with any firm in the DC area, delivery teams tend to work on the client site which leads to geographically dispersed teams. As a result, it’s the responsibility of employees to make the effort to participate in events outside of normal delivery.",27-Jul-18,Former Employee , Anonymous,R0249
RE235,"""Great Experiences in a Great Company""",Corporate is in touch with everyone in the company. Executives make it a point to know everyone's names. There is mobility within the company.,"Every company has room for improvement, fortunately Chesapeake makes those changes when necessary.",3-Apr-15,Current Employee , Anonymous,R0250
RE236,"""San Manuel Cares About Our Health!""","Really impressed with what San Manuel has done for the LA Marathon! They encouraged their team members to run and believe it or not...over 100 people signed up! They brought on a coach to guide us...set up organized practices since October....provided food, water, Gatorade etc. to help support the runners...provided access to experts in the field to talk to us about equipment...nutrition...stretching...and more...paid for each entry...bought us uniforms...provided transportation...all in an effort to help us grow our fitness. A happy and healthy team is a productive team. With programs like this - it shows how much San Manuel Casino cares about it's team!","Like any organization of this size, communication can be a challenge and some of the processes and approvals can be cumbersome, but in my five years here, I have seen nothing but improvement in all areas. The company is growing - rapidly - and with that comes a lot of challenges. But I am confident in our leadership group tackling all challenges as we continue to grow.",2-Mar-20,Current Employee , Manager,R0251
RE237,"""Company that truly lives by its Core Values""","GWC is a company that stands behind its employees and its products. We have a dedicated leadership team that lives our Core Values every day. With a team atmosphere, competitive wages and benefit plan and advancement opportunities, GWC is the perfect career choice.",There are no cons to GWC Warranty,14-Dec-18,Current Employee , Anonymous,R0252
RE238,"""Grow with SIG!""","In this environment, you truly need to work smart. You are challenged each day in a vast assortment of ways to find solutions, to make things better, to help everyone achieve more. We don't mind losing or making mistakes, but we sure want to win at least 51% of the time! It pays to be forward-thinking, creative, daring and innovative. This company works as a meritocracy - meaning that your work (not only projects or tasks or trade PnL, but style, dynamic) is noticed, noted, and duly rewarded as warranted. Top Reasons: The Person is Respected Family Matters A LOT! You have a voice You are visible to all levels of management Benefits Package is very good On-site Fitness Center Lunch is catered every day","One problem is the commute. IF you live anywhere beyond Bala Cynwd or Narberth, you're at the mercy of the morning 76, 95, Route 1, City Avenue quagmire. Getting here can be a real bear in the morning...and it's not much easier getting out at the end of the day. Business-wise, you need to realize that we are working at the speed of the markets ebb and flow. Thus, one day, something you're working on is the highest priority, and the next, it can be shelved for something that is of even greater importance and needs to be done on the fly. There isn't alot of time to document scope or script change control procedures, and if you're coming from a more formalized development house, then that takes a little getting used to. SIG has been growing ever since its founding days, and what was once a small shop for options traders has grown into a global player in all markets. There is a lot of adjustment in that rapid expansion, so we're constantly trying out new ways to mitigate risk and maximize development time. This leads to some frustrations from old-world to new-world methodologies and mentalities.",12-Jun-08,Current Employee , Business Systems Analyst,R0253
RE239,"""Hunt Marketing Manager""","I feel valued as an employee, challenging but stimulating work environment.",Work/life balance can be hard to find.,28-Feb-20,Current Employee , Hunt Marketing Manager,R0254
RE240,"""Very rare company!""","They believe in growing staff internally, but are not afraid to get an outsider perspective to avoid complacent practices. Go above and beyond to create a special employee/employer relationship that is near impossible to find elsewhere.","Only working 8 hours is sometimes rare, but management is very fair and give fantastic flexibility to counter improve work life balance.",3-Nov-17,Current Employee , Anonymous,R0297
RE241,"""It just keeps getting better""","This company continues to evolve, expand, and improve. Since I've started, not only has the client base grown (including the addition of major insurance carriers) but so has the number of talented, dedicated and incredibly intelligent employees. I love working for a global technology company - with a diverse culture, which encourages creativity, innovation and continued evolution (both personally and professionally). I have found myself excelling in my career and thriving alongside this company for a secure and exciting future. Other pros: Excellent compensation Great benefits Extraordinary culture Global travel opportunities Educational incentives Modern technology","would love to have more ""Best practices"" materials for continued knowledge sharing",16-Jan-19,Current Employee , Director,R0298
RE242,"""Great Company and Benefits!""","great benefits, culture, pay, building, and support. Probably the best company I’ve worked for.","Training was intense. It’s 5 weeks and a two hour interview. Other than that, great company.",3-Jan-20,Former Employee , Customer Service Representative,R0299
RE243,"""Great company with great potential.""","It has been a great, fun, and challenging experience since the day I started. Quiet friendly environment with respectful and helpful personnel. They offer excellent benefits and one of the best 401K plans I have seen.",I really don't have any cons at this time.,23-May-19,Current Employee , Manager,R0300
RE244,"""Great Place To Work (IT Department)""",NULL,- They have a great training programs for interns but the only thing it's lacking is the technical training tools which in my opinion is really important.,23-Feb-20,Former Employee , Test Analyst,R0301
RE245,"""Wonderful company to work for and wonderful team members to be with""","Three wonderful owners; outstanding leadership and management; Intelligent and hard working employees, interesting client assignments. I had the privedge of working with the best Client Relationship Manager I've ever worked with while at HPP. He provided wonderful guidance and support; please keep up your great work!!!!",I can't think of any - that's the truth!!! Please see 'Pros' written above!!! HPP provided interesting client assignments; talented people to work with; great learning experiences. No complaints at all!!!!,16-May-17,Former Employee , Senior Project Manager,R0302
RE246,"""Plenty of Opportunities!""","So many opportunities with tons of stores opening all over American. They pay really well, you get bonuses twice a year and a yearly increase. They are super flexible with your schedule and your life outside of work. The managers really listen to you and take your opinions into account. It's never a full moment.",Sometimes in summer the store gets really warm,27-Jan-20,Current Employee , Merchandiser,R0303
RE247,"""You’re the captain of your career""",Awesome investment in new tech with the expectation that everyone does something in the new. Some leadership is great and if you get a great leader you have excellent support. Lots of new investment in unconscious bias training and diversity & inclusion.,Being chargeable is still critical regardless of your situation. You weigh the team down and management tries to eagerly find something for you which may not be the best fit. If you’re good at networking and make your own effort you might find something. The internal project search feature sucks and it’s almost like a career site black hole.,28-May-17,Current Employee , Technology Consulting Manager,R0304
RE248,"""Nice company to work""","3 day work week, Good benefits",One has to work on some holidays,8-Dec-19,Current Employee , Quality Assurance Analyst,R0313
RE249,"""Great Small Company to Work At""","Small company with a family feel, and located in a small town without the traffic and headaches of the big city. Still there are big challenges, and I feel I have been given the opportunity to explore areas in technology that interest me. I like the match on the 401K.","I wish healthcare were less expensive and there was a formal work from home policy. This is a small company, and I understand that the company can't have policies for everything.",17-Jun-19,Current Employee , Software Developer,R0317
RE250,"""Average company""",Good benifits for employees - lots of contest to get the employees engaging with one another. nice facility to work in,awful communication from upper management to the average worker. in order to be promoted in the company it seems you have to totally screw up your current position and then you will get promoted out of that position. have seen this 4 times in the last 6 months.,5-Sep-12,Current Employee , QA Analyst,R0329
RE251,"""A Great Place to Work""","I really enjoy the people I work with. Hastings Mutual does a great job of creating a atmosphere of teamwork, which really goes a long way when it comes to whether or not you enjoy coming to work. The family and work-life balance has always been something I've appreciated about Hastings Mutual. I've never felt I need to choose one over the other.",The parking lot can be a bummer sometimes.,22-Apr-19,Current Employee , Claims,R0330
RE252,"""Great experience !""","Great free food, infused water machine, and people and culture. Also, there are many cool projects going on so there are many opportunities for growth and learning something new.","Disorganized at times because of large company structure. They try their best at keeping it centralized, though. And are very responsive to employees’ feedback—a pro.",2-Jul-19,Former Employee , Video Intern,R0331
RE253,"""Big Company = Diverse Experiences""",NULL,NULL,31-Aug-18,Current Employee , Software Engineer,R0332
RE254,"""Great Company""","Salary, culture, benefits, good communication","Politics, cut throat environment, hours",17-Nov-19,Current Employee , Analyst,R0333
RE255,"""Carilion Clinic""",Excellent place to work with solid company culture. Good work life balance,"None really, pleasant people to work with.",31-Jul-17,Current Employee , Business Analyst,R0334
RE256,"""Good Company""",Good work balance and benefit,most working in one state,13-Nov-19,Current Employee , Healthcare Data Analyst,R0335
RE257,"""Demand Planner""",Small office direct access to executive leadership. Free reign to more on projects that make a huge impact on the direction of the company,People in Key leadership positions have no functional experience in their area of management.,25-Aug-15,Current Employee , Demand Planner,R0336
RE258,"""Great place to work!""",Great Benefits. Free drinks. Lunch provided all hands meetings.,None that I know of,2-Oct-19,Current Employee , Systems Administrator,R0358
RE259,"""A boringly well run company""","Job security. When the economy goes bad they get more work not less. They also rely heavily on the expertise of their employees and they recognize this with competitive pay and a good work environment. It's not uncommon to find people that have been there for a decade or two. They don't micromanage and won't time your bathroom breaks but they will base your bonus on some measure of productivity. The company is well run, carries high ratings from regulators and is always pursuing improvement. They do make efforts to help their employees improve and grow as well.","SPS is the only mortgage servicer in Utah, so if you end up wanting to take your mortgage servicing specific skills elsewhere you'll likely have to move to Dallas or out of state. There are opportunities for advancement but they may be slow in coming in the medium sized company due to low turnover rates. The work is likely to be a bit boring as well.",1-Jun-19,Current Employee , Analyst Trainee,R0360
RE260,"""Great Place and Awesome atmosphere""",Awesome people and place to grow,Nothing bad about this company,5-Sep-19,Current Employee , Brand Ambassador,R0361
RE261,"""Good company to work for""",All is good at micron,I don’t have any at micron,11-Nov-19,Former Employee , Electrician,R0362
RE262,"""Great benefits and competitive pay""",Very friendly employees and good benefits,"Difficult to really move up from within, ie after getting a higher education",21-Jun-19,Current Employee , Boxing Coordinator,R0363
RE263,"""It could be so much better""",Great legacy company with really smart people working in various capacities,Very cheap company that will layoff or outsource to any place in order to save a few coins. They take advantage of immigrants particularly Hispanic and eastern European and pay wages far below scale. It once valued workers but the union has to be blamed as well. Management is very top heavy and really sucks!,27-Aug-19,Former Employee , Anonymous,R0364
RE264,"""Great Place to Work""",NULL,NULL,29-Oct-18,Former Employee , Intern ,R0365
RE265,"""Treated as a professional and opportunities for career progression.""","A lot of trust to employees and integrity is given back from employees. No micromanaging, work from home depending on position, and recognition for exceptional performance. They welcome new ideas and treated very fairly. Company thrives on process improvement and care about the well being of their employees.","No major concerns since being employed here but just like any company, their is always room for improvement. Seating is a little congested in some areas but company is working on it.",23-May-18,Current Employee , Logistics Analyst,R0366
RE266,"""Associate Intern hired full-time""",NULL,NULL,28-May-19,Current Employee , Business Analyst,R0367
RE267,"""Great Environment to work in, great people to work with""",Very flexible and supportive environment,still a start up mentality which sometimes is not the best way to go about certain processes,20-Oct-14,Current Employee , Solution Architect,R0368
RE268,"""OK Warehouse Job""","Consistent Hours, Great Culture, Easy Position","Management, Quality of Products, Low Pay",28-Jun-18,Former Employee , Forklift Operator,R0369
RE269,"""MTI Eagle University - Onboarding - Best EVER!!""",Culture and Values are TOP NOTCH Great management staff Fantastic and fun working environment,A few timezone challenges with international employees and consultants,24-Jan-20,Current Employee , Senior Business Systems Analyst,R0370
RE270,"""Great company!""",The culture at Sally was amazing and leadership was always ready to help the interns every step of the way.,There were no cons. The internship experience was invaluable.,7-Oct-19,Former Employee , Finance Intern,R0371
RE271,"""A good place to grow and work.""","-Engaged leaders who truly believe in supporting employee development -State government perks -A mission that inspires passion (helping the most vulnerable populations get the healthcare they need) -Great development and promotional opportunities. -Great location. In the heart of Nashville, near all the restaurants and amenities...with FREE, easy parking. -Many units work from home 2-4 days per week.",-It is a large state agency spread across three locations. It can be hard to truly understand all that each unit/program does. -,24-Oct-19,Current Employee , Assistant Director,R0372
RE272,"""Young living is the place to work!""",The people are amazing and you get to try out a lot of their products.,Convention week is super busy.,3-Mar-20,Current Employee , Online Marketing Specialist,R0373
RE273,"""I enjoy working here""",Learned a lot of new skills; Employees are willing to help,Onboarding process could be improved; The first few weeks included a lot of self-learning; Could have more collaboration,12-Dec-19,Current Employee , Data Analyst,R0374
RE274,"""Project Manager""","Great: Management, there for their employees. Benefits PTO Time","Only one, no bonus. I know they are looking into it.",13-Feb-17,Current Employee , Project Manager,R0375
RE275,"""Data Analyst""","People here are great, very friendly and helpful. Very flexible timings.","This company is good for those in their late 50's or 60's who are willing to settle down in small town Logan. The salary will be very less than expected which makes sense because the living expenses are very less in Logan. But there is no growth if you want to learn/use new technology. When I joined the company I didn't have any PTO until I complete 1yr of employment,but this policy changed just before I left the company. No Bonus was provided even after my work was appreciated by everyone.",11-Jul-18,Former Employee , Data Analyst,R0376
RE276,"""Great Place for Employment""","Lentigen is a growing company so there are lots of opportunities to grow with the company. Good salary and benefits, plus they offer overtime to certain employees.",There are some growing pains as the company gets new employees up to speed and transitioning to new and improved systems. The company has a lot of business coming in so sometimes the workload is a little heavier than usual.,12-Nov-18,Current Employee , Anonymous,R0377
RE277,"""Good Company""",Great people and great working atmosphere,Some positions in flux due to integration within parent company. Not the best job security,28-Jan-20,Current Employee , IT Professional,R0378
